EmployeeID,First_Name,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,Age,Office,Start_Date,Termination_Date,Voluntary/ Involuntary,Office_Type,Department,Currency,Bonus_pct,Job_title,DOB,level,Salary,Active Status
103573,Leandra,Anderson,3497 Park Boulevard,Hampton,IA,Iowa,50441,US,United States,51,Boulder,15/01/2018,,,Technology,Technology,USD,0.15,Software Engineer,25410,Individual Contributor,94000,1
103574,Rebekah,Strickland,2994 New Creek Road,Huntsville,AL,Alabama,35802,US,United States,35,Boulder,15/01/2018,,,Technology,Technology,USD,0.15,Software Engineer,31295,Individual Contributor,98000,1
103575,Tracy,Blanco,4717 Davis Court,Birds,IL,Illinois,62415,US,United States,51,Boulder,15/01/2018,,,Technology,Technology,USD,0.15,Software Engineer,25622,Individual Contributor,98000,1
103576,Jeffrey,Ardoin,4821 Chenoweth Drive,Granville,TN,Tennessee,38564,US,United States,52,Boulder,15/01/2018,22/04/2023,Involuntary,Technology,Technology,USD,0.15,Software Engineer,25309,Individual Contributor,94000,1
103577,Michelle,Moore,1371 Birch  Street,El Paso,TX,Texas,79927,US,United States,31,NYC,15/01/2018,,,Corporate,Technology,USD,0.15,IT,32741,Individual Contributor,54000,1
103578,Yuan,K'ung,,,,,0,HK,Hong Kong,78,HongKong,15/01/2018,,,Technology,Technology,HKD,0.15,Senior Software Engineer,15598,Senior,285000,1
103579,Ping,Yang,,,,,0,HK,Hong Kong,76,HongKong,15/01/2018,,,Technology,Technology,HKD,0.15,Software Engineer,16585,Individual Contributor,291000,1
103580,Yasmin,Faulkner,62 Ross Road,MARSH,,,,GB,United Kingdom,52,London,15/01/2018,17/07/2019,Voluntary,Corporate,Customer Service,GBP,0.15,Account Manager,25303,Individual Contributor,29000,0
103581,Harold,White,4728 Abia Martin Drive,Selden,NY,New York,11784,US,United States,58,Boulder,22/01/2018,08/11/2020,Involuntary,Technology,Technology,USD,0.2,"Director, Engineering",22989,Director,95000,0
103582,Beata,Estrada,4685 Poling Farm Road,Plattsmouth,NE,Nebraska,68048,US,United States,35,Boulder,22/01/2018,23/05/2018,Voluntary,Technology,Technology,USD,0.15,Senior Software Engineer,31280,Senior,93000,0
103583,Dustin,Ojeda,2816 Boone Street,Corpus Christi,TX,Texas,78476,US,United States,23,Boulder,22/01/2018,,,Technology,Technology,USD,0.15,Software Engineer,35912,Individual Contributor,90000,1
103584,Leroy,Day,4594 White Lane,Hawkinsville,GA,Georgia,31036,US,United States,41,Boulder,22/01/2018,19/03/2020,Involuntary,Technology,Technology,USD,0.15,Software Engineer,29169,Individual Contributor,93000,0
103585,Matthew,Smith,778 Railroad Street,Newberry,MI,Michigan,49868,US,United States,41,Boulder,22/01/2018,27/07/2020,Voluntary,Technology,Technology,USD,0.15,Software Engineer,29069,Individual Contributor,92000,0
103586,Myron,Downing,2235 Walton Street,Provo,UT,Utah,84603,US,United States,31,NYC,22/01/2018,08/08/2021,Voluntary,Corporate,Corporate,USD,0.15,HR Generalist,32959,Individual Contributor,62000,1
103587,Galen,Logsdon,933 Conifer Drive,Seattle,WA,Washington,98109,US,United States,47,NYC,22/01/2018,,,Corporate,Marketing,USD,0.15,Copy Writer,27044,Individual Contributor,81000,1
103588,Terry,Rothermel,4679 Lawman Avenue,Alexandria,VA,Virginia,22302,US,United States,23,NYC,22/01/2018,,,Corporate,Marketing,USD,0.2,"Director, Marketing",35643,Director,77000,1
103589,Harold,Mason,1217 Wood Street,New Orleans,LA,Louisiana,70171,US,United States,45,NYC,22/01/2018,24/09/2019,Involuntary,Corporate,Customer Service,USD,0.15,Associate Account Manager,27693,Associate,51000,0
103590,Makoto,Takano,,,,,0,JP,Japan,51,Tokyo,22/01/2018,13/07/2020,Voluntary,Corporate,Marketing,JPY,0.1,"Associate, Marketing",25546,Associate,7005000,0
103591,Callum,Gill,55 Wenlock Terrace,PENTWYN,,,,GB,United Kingdom,32,London,22/01/2018,,,Corporate,Customer Service,GBP,0.15,Account Manager,32546,Individual Contributor,33000,1
103592,Tony,Vargas,3851 Virginia Street,Wheeling,IL,Illinois,60090,US,United States,39,Boulder,29/01/2018,28/09/2022,Voluntary,Technology,Technology,USD,0.2,"Director, Engineering",29821,Director,96000,1
103593,Christopher,Nichols,4862 Seth Street,Bend,TX,Texas,76824,US,United States,38,Boulder,29/01/2018,,,Technology,Technology,USD,0.15,Software Engineer,30300,Individual Contributor,97000,1
103594,Virginia,Mason,2473 Frederick Street,Rancho Cordova,CA,California,95742,US,United States,56,Boulder,29/01/2018,,,Technology,Technology,USD,0.15,Software Engineer,23919,Individual Contributor,95000,1
103595,Mario,Wing,3576 Lakeland Park Drive,Roswell,GA,Georgia,30075,US,United States,31,NYC,29/01/2018,20/08/2019,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,32872,Individual Contributor,55000,0
103596,Melanie,Howe,2300 Franklee Lane,Philadelphia,PA,Pennsylvania,19108,US,United States,31,NYC,29/01/2018,12/09/2023,Involuntary,Corporate,Sales,USD,0.2,Regional Sales Manager,32956,Manager,78000,1
103597,Howard,Peterson,3749 Henery Street,Wichita,KS,Kansas,67226,US,United States,53,NYC,29/01/2018,,,Corporate,Sales,USD,0.2,Sales Manager,24821,Manager,78000,1
103598,Robert,Morris,2174 Hillcrest Avenue,Cambridge,MA,Massachusetts,2141,US,United States,35,NYC,29/01/2018,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,31372,Manager,55000,1
103599,Willie,Jordan,1632 Giraffe Hill Drive,Garland,TX,Texas,75040,US,United States,60,NYC,29/01/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,22394,Individual Contributor,60000,1
103600,Kelly,Gonzalez,4650 Norman Street,Los Angeles,CA,California,90063,US,United States,58,NYC,29/01/2018,01/01/2020,Involuntary,Corporate,Sales,USD,0.15,Account Executive,23049,Individual Contributor,74000,0
103601,Rena,Saxon,3955 Clearview Drive,Keenesburg,CO,Colorado,80643,US,United States,29,NYC,29/01/2018,,,Corporate,Sales,USD,0.15,Account Executive,33733,Individual Contributor,70000,1
103602,Cai,Ch'ien,,,,,0,HK,Hong Kong,85,HongKong,29/01/2018,,,Technology,Technology,HKD,0.15,Software Engineer,13214,Individual Contributor,295000,1
103603,Masaru,Hiyoshi,,,,,0,JP,Japan,34,Tokyo,29/01/2018,,,Corporate,Marketing,JPY,0.15,Copy Writer,31772,Individual Contributor,7004000,1
103604,Samuel,Lawson,77 Merthyr Road,BURES GREEN,,,,GB,United Kingdom,31,London,29/01/2018,,,Corporate,Sales,GBP,0.15,Account Executive,32728,Individual Contributor,25000,1
103605,Mason,Warner,37 Worthy Lane,MARYWELL,,,,GB,United Kingdom,33,London,29/01/2018,,,Corporate,Customer Service,GBP,0.15,Account Manager,32227,Individual Contributor,29000,1
103606,Juan,Velasquez,947 Camden Place,Charleston,SC,South Carolina,29424,US,United States,49,Boulder,05/02/2018,,,Technology,Technology,USD,0.2,"Director, Engineering",26425,Director,93000,1
103607,Malinda,Smith,139 Hog Camp Road,Wood Dale,IL,Illinois,60191,US,United States,49,Boulder,05/02/2018,,,Technology,Technology,USD,0.15,Senior Software Engineer,26405,Senior,95000,1
103608,Van,Grey,2714 Grey Fox Farm Road,Houston,TX,Texas,77063,US,United States,59,Boulder,05/02/2018,15/03/2022,Voluntary,Technology,Technology,USD,0.15,Software Engineer,22697,Individual Contributor,97000,1
103609,John,Day,2344 Bird Street,Clovis,NM,New Mexico,88101,US,United States,40,NYC,05/02/2018,18/09/2020,Voluntary,Corporate,Marketing,USD,0.1,"Associate, Marketing",29714,Associate,82000,0
103610,Desiree,Green,1324 Tennessee Avenue,Southfield,MI,Michigan,48075,US,United States,66,NYC,05/02/2018,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,20123,Associate,55000,1
103611,Carol,Nagy,1708 Bell Street,New York,NY,New York,10007,US,United States,36,NYC,05/02/2018,25/02/2018,Voluntary,Corporate,Marketing,USD,0.15,Programmatic Marketing Specialist,30904,Individual Contributor,77000,0
103612,Tori,Simmons,3823 Timberbrook Lane,Fort Collins,CO,Colorado,80525,US,United States,34,NYC,05/02/2018,26/12/2018,Involuntary,Corporate,Customer Service,USD,0.15,Account Manager,31752,Individual Contributor,58000,0
103613,Robert,Higgins,2497 Marcus Street,Florence,AL,Alabama,35630,US,United States,38,NYC,05/02/2018,01/11/2021,Involuntary,Corporate,Marketing,USD,0.15,Copy Writer,30447,Individual Contributor,80000,1
103614,Steven,Ryder,2928 Overlook Drive,Knightstown,IN,Indiana,46148,US,United States,64,NYC,05/02/2018,,,Corporate,Sales,USD,0.15,Account Executive,20811,Individual Contributor,79000,1
103615,Brent,Kramer,4365 Primrose Lane,Avoca,WI,Wisconsin,53506,US,United States,25,NYC,05/02/2018,17/05/2021,Voluntary,Corporate,Sales,USD,0.15,Account Executive,35044,Individual Contributor,79000,0
103616,Shing,K'ung,,,,,0,HK,Hong Kong,32,HongKong,05/02/2018,29/04/2019,Voluntary,Technology,Technology,HKD,0.2,"Director, Engineering",32579,Director,286000,0
103617,Yuan,P'an,,,,,0,HK,Hong Kong,29,HongKong,05/02/2018,20/02/2021,Involuntary,Technology,Technology,HKD,0.2,"Director, Engineering",33499,Director,290000,0
103618,Fatima,Rian,Hareveien 114,NARVIK,,,8515,NO,Norway,36,Oslo,05/02/2018,,,Technology,Technology,NOK,0.15,Senior Software Engineer,31157,Senior,533000,1
103619,Amanda,Townsend,1759 Randall Drive,Kihei,HI,Hawaii,96753,US,United States,33,Boulder,12/02/2018,,,Technology,Technology,USD,0.15,Senior Software Engineer,32323,Senior,97000,1
103620,Loyd,Bruce,2379 West Fork Drive,Deerfield Beach,FL,Florida,33441,US,United States,33,Boulder,12/02/2018,,,Technology,Technology,USD,0.15,Software Engineer,32204,Individual Contributor,98000,1
103621,Alexis,Peer,2426 Sampson Street,Denver,CO,Colorado,80202,US,United States,23,Boulder,12/02/2018,07/06/2022,Involuntary,Technology,Technology,USD,0.15,Senior Software Engineer,35640,Senior,100000,1
103622,Grace,Hunt,726 Hilltop Haven Drive,Jersey City,NJ,New Jersey,7305,US,United States,57,NYC,12/02/2018,18/04/2023,Involuntary,Corporate,Customer Service,USD,0.15,Associate Account Manager,23344,Associate,55000,1
103623,Evangeline,Gaines,4044 Echo Lane,Grand Rapids,MI,Michigan,49503,US,United States,27,NYC,12/02/2018,,,Corporate,Marketing,USD,0.1,"Associate, Marketing",34375,Associate,81000,1
103624,Sara,Laverriere,2399 State Street,Highland Park,MI,Michigan,48203,US,United States,39,NYC,12/02/2018,,,Corporate,Sales,USD,0.1,"Associate, Sales",29827,Associate,73000,1
103625,Kenneth,McMillion,1537 Paul Wayne Haggerty Road,Metairie,LA,Louisiana,70001,US,United States,40,NYC,12/02/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,29417,Individual Contributor,57000,1
103626,Esther,Cundiff,1142 Willow Oaks Lane,Lafayette,LA,Louisiana,70507,US,United States,25,NYC,12/02/2018,,,Corporate,Corporate,USD,0.15,FP&A Analyst,35143,Individual Contributor,68000,1
103627,George,Reeves,51 Botley Road,MILBORNE ST ANDREW,,,,GB,United Kingdom,55,London,12/02/2018,05/02/2021,Voluntary,Corporate,Sales,GBP,0.15,Account Executive,24049,Individual Contributor,30000,0
103628,Jake,Chadwick,32 Clasper Way,HEYSHAM,,,,GB,United Kingdom,34,London,12/02/2018,,,Corporate,Sales,GBP,0.15,Account Executive,31844,Individual Contributor,26000,1
103629,John,Colon,3232 Raccoon Run,Seattle,WA,Washington,98122,US,United States,58,Boulder,19/02/2018,14/03/2022,Involuntary,Technology,Technology,USD,0.15,Software Engineer,23173,Individual Contributor,98000,1
103630,Lettie,Johnston,2307 Francis Mine,Sacramento,CA,California,95814,US,United States,35,NYC,19/02/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,31480,Individual Contributor,58000,1
103631,Donna,McAtee,1460 Lost Creek Road,Birdsboro,PA,Pennsylvania,19508,US,United States,28,NYC,19/02/2018,21/10/2022,Involuntary,Corporate,Customer Service,USD,0.15,Associate Account Manager,33970,Associate,56000,1
103632,Francis,Beck,4526 Pinewood Avenue,Sault Sainte Marie,MI,Michigan,49783,US,United States,31,NYC,19/02/2018,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,32979,Manager,57000,1
103633,Michael,Bode,2436 Plainfield Avenue,Utica,NY,New York,13502,US,United States,28,NYC,19/02/2018,07/02/2019,Involuntary,Corporate,Customer Service,USD,0.15,Account Manager,34040,Individual Contributor,58000,0
103634,Mary,Drum,1061 Mulberry Lane,West Palm Beach,FL,Florida,33401,US,United States,30,NYC,19/02/2018,,,Corporate,Technology,USD,0.15,IT,33220,Individual Contributor,54000,1
103635,Isobel,Burgess,51 Layburn Court,TOUCHEN-END,,,,GB,United Kingdom,36,London,19/02/2018,17/10/2018,Voluntary,Corporate,Sales,GBP,0.15,Account Executive,30973,Individual Contributor,23000,0
103636,Ruth,Prude,1006 Terra Cotta Street,Abercrombie,MN,Minnesota,58001,US,United States,51,SanJose,26/02/2018,05/02/2021,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,25451,Individual Contributor,55000,0
103637,Brent,Braun,3538 Davis Court,Stlouis,IL,Illinois,63101,US,United States,24,SanJose,26/02/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,35522,Individual Contributor,55000,1
103638,Erica,Navarro,4962 Prospect Street,Haddonfield,NJ,New Jersey,8033,US,United States,44,SanJose,26/02/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,28301,Individual Contributor,51000,1
103639,Donna,Richardson,4568 Hide A Way Road,San Jose,CA,California,95113,US,United States,54,SanJose,26/02/2018,26/05/2018,Voluntary,Corporate,Sales,USD,0.15,Account Executive,24576,Individual Contributor,78000,0
103640,Sonia,Kyles,3716 Westfall Avenue,Rochester,MN,Minnesota,55902,US,United States,59,SanJose,26/02/2018,,,Corporate,Technology,USD,0.15,IT,22699,Individual Contributor,53000,1
103641,Albert,Nelson,161 Poplar Lane,Coral Gables,FL,Florida,33134,US,United States,31,SanJose,26/02/2018,30/01/2021,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,32974,Individual Contributor,57000,0
103642,Alice,Lucas,1902 Prospect Valley Road,Gardena,CA,California,90248,US,United States,62,SanJose,26/02/2018,22/03/2020,Voluntary,Corporate,Customer Service,USD,0.15,Senior Account Manager,21585,Senior,60000,0
103643,Ernest,McKinnon,2823 Crosswind Drive,Madisonville,KY,Kentucky,42431,US,United States,32,SanJose,26/02/2018,,,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",32384,Associate,58000,1
103644,Anna,Canada,510 Armbrester Drive,Los Angeles,CA,California,90017,US,United States,52,SanJose,26/02/2018,07/02/2021,Involuntary,Corporate,Customer Service,USD,0.15,Account Manager,25176,Individual Contributor,59000,0
103645,Louise,Wilson,1108 Beeghley Street,Wortham,TX,Texas,76693,US,United States,63,SanJose,26/02/2018,,,Corporate,Sales,USD,0.15,Account Executive,21338,Individual Contributor,74000,1
103646,Clarence,Tufts,301 Rardin Drive,San Bruno,CA,California,94066,US,United States,36,SanJose,26/02/2018,,,Corporate,Corporate,USD,0.15,HR Coordinator,31022,Individual Contributor,62000,1
103647,Reginald,Emerson,2840 Broadway Street,Columbia,SC,South Carolina,29201,US,United States,33,SanJose,26/02/2018,,,Corporate,Sales,USD,0.15,Account Executive,32200,Individual Contributor,78000,1
103648,Garth,Brown,1593 Ward Road,El Paso,TX,Texas,79936,US,United States,37,SanJose,26/02/2018,20/02/2020,Voluntary,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",30835,Associate,53000,0
103649,Mary,Hamby,496 Corbin Branch Road,Corbin,TN,Tennessee,40701,US,United States,34,SanJose,26/02/2018,07/07/2018,Voluntary,Corporate,Sales,USD,0.15,Account Executive,31965,Individual Contributor,73000,0
103650,Dennis,Alexander,3698 Shadowmar Drive,Metairie,LA,Louisiana,70001,US,United States,29,SanJose,26/02/2018,,,Corporate,Corporate,USD,0.15,HR Coordinator,33709,Individual Contributor,64000,1
103651,Patricia,Benoit,801 Thunder Road,San Jose,CA,California,95131,US,United States,61,SanJose,26/02/2018,30/04/2018,Involuntary,Corporate,Corporate,USD,0.15,Coordinator,21945,Individual Contributor,70000,0
103652,Philip,Martinez,3012 Hillcrest Lane,Anaheim,CA,California,92805,US,United States,31,SanJose,26/02/2018,19/06/2019,Voluntary,Corporate,Customer Service,USD,0.2,"Director, Customer Service",32704,Director,58000,0
103653,Herbert,Walker,1169 Denver Avenue,Riverside,CA,California,92501,US,United States,51,Boulder,26/02/2018,06/03/2020,Involuntary,Technology,Technology,USD,0.15,Software Engineer,25664,Individual Contributor,99000,0
103654,Richard,Barker,4469 Deans Lane,Peekskill,NY,New York,10566,US,United States,42,Boulder,26/02/2018,12/12/2018,Involuntary,Technology,Technology,USD,0.15,Software Engineer,28892,Individual Contributor,94000,0
103655,Anna,Smith,2122 Walnut Hill Drive,Cincinnati,OH,Ohio,45202,US,United States,40,Boulder,26/02/2018,,,Technology,Technology,USD,0.15,Software Engineer,29601,Individual Contributor,91000,1
103656,Vi,Gray,2141 Rocky Road,Philadelphia,PA,Pennsylvania,19103,US,United States,29,NYC,26/02/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,33426,Individual Contributor,55000,1
103657,Emily,Freeman,15 Stroude Road,SINGDEAN,,,,GB,United Kingdom,48,London,26/02/2018,19/06/2019,Involuntary,Corporate,Sales,GBP,0.15,Account Executive,26706,Individual Contributor,25000,0
103658,Chelsea,Spencer,49 Balsham Road,HARTBURN,,,,GB,United Kingdom,56,London,26/02/2018,26/03/2021,Involuntary,Corporate,Sales,GBP,0.2,Sales Manager,23801,Manager,31000,0
103659,Muhammad,Williams,61 Golf Road,SWILLBROOK,,,,GB,United Kingdom,32,London,26/02/2018,02/06/2019,Involuntary,Corporate,Technology,GBP,0.15,IT,32682,Individual Contributor,19000,0
103660,Taylor,Watts,78 Huntly Street,BARNEY,,,,GB,United Kingdom,33,London,03/03/2018,,,Corporate,Corporate,GBP,0.15,Coordinator,31968,Individual Contributor,34000,1
103661,Isaac,Hewitt,26 Kendell Street,SHARPNESS,,,,GB,United Kingdom,45,London,03/03/2018,11/04/2018,Voluntary,Corporate,Corporate,GBP,0.15,Accountant,27821,Individual Contributor,32000,0
103662,Troy,Johnson,4751 Broadcast Drive,Matthews,NC,North Carolina,28105,US,United States,39,Boulder,03/03/2018,15/12/2018,Involuntary,Technology,Technology,USD,0.2,"Director, Engineering",29850,Director,99000,0
103663,Alberto,Clemons,4833 Glendale Avenue,Fullerton,CA,California,93632,US,United States,40,Boulder,03/03/2018,23/06/2018,Voluntary,Technology,Technology,USD,0.15,Senior Software Engineer,29415,Senior,97000,0
103664,Jaclyn,Drake,4516 Pheasant Ridge Road,Philadelphia,PA,Pennsylvania,19103,US,United States,27,Boulder,03/03/2018,12/11/2021,Involuntary,Technology,Technology,USD,0.15,Senior Software Engineer,34311,Senior,99000,1
103665,Trisha,Cisneros,2466 Burton Avenue,Memphis,TN,Tennessee,38018,US,United States,53,SanJose,05/03/2018,,,Corporate,Marketing,USD,0.15,Programmatic Marketing Specialist,25018,Individual Contributor,79000,1
103666,Jacqueline,Boling,4691 Parrish Avenue,San Francisco,CA,California,94108,US,United States,60,SanJose,05/03/2018,,,Corporate,Sales,USD,0.1,"Associate, Sales",22118,Associate,71000,1
103667,Ernesto,Falzone,3445 Burnside Court,Phoenix,AZ,Arizona,85003,US,United States,38,SanJose,05/03/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,30380,Individual Contributor,52000,1
103668,Gail,Houston,3856 Powder House Road,West Palm Beach,FL,Florida,33410,US,United States,25,SanJose,05/03/2018,14/01/2022,Involuntary,Corporate,Sales,USD,0.2,Sales Manager,35114,Manager,70000,1
103669,Sasha,Johnson,2586 Broaddus Avenue,Paducah,KY,Kentucky,42003,US,United States,50,SanJose,05/03/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,26052,Individual Contributor,53000,1
103670,Teri,Louder,1503 Stutler Lane,Somerset,PA,Pennsylvania,15501,US,United States,40,SanJose,05/03/2018,,,Corporate,Sales,USD,0.15,Account Executive,29622,Individual Contributor,77000,1
103671,Kenneth,Inglis,4336 Haul Road,San Bruno,CA,California,94066,US,United States,39,SanJose,05/03/2018,,,Corporate,Sales,USD,0.2,Sales Manager,29794,Manager,73000,1
103672,Christopher,Johnson,2370 Cross Street,Saginaw,MI,Michigan,48607,US,United States,55,SanJose,05/03/2018,14/05/2018,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,24231,Individual Contributor,57000,0
103673,Leslie,Waggener,680 Marion Street,Shelburne,VT,Vermont,5482,US,United States,43,SanJose,05/03/2018,31/05/2018,Involuntary,Corporate,Customer Service,USD,0.15,CS Operations Specialist,28323,Individual Contributor,54000,0
103674,John,Bennett,4130 Lee Avenue,Camden,NJ,New Jersey,8102,US,United States,39,SanJose,05/03/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,30093,Individual Contributor,59000,1
103675,Quinn,Gowins,264 Wayback Lane,New York,NY,New York,10005,US,United States,42,SanJose,05/03/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,29019,Individual Contributor,54000,1
103676,Leon,Miller,2827 Woodbridge Lane,Detroit,MI,Michigan,48219,US,United States,25,SanJose,05/03/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,35201,Individual Contributor,51000,1
103677,Mary,Chapman,2986 Redbud Drive,New York,NY,New York,10011,US,United States,30,SanJose,05/03/2018,,,Corporate,Customer Service,USD,0.2,"Director, Customer Service",33397,Director,52000,1
103678,David,Garcia,934 Counts Lane,New Britain,CT,Connecticut,6051,US,United States,35,SanJose,05/03/2018,14/11/2020,Involuntary,Corporate,Technology,USD,0.15,IT,31519,Individual Contributor,55000,0
103679,Joseph,Wingfield,2771 Ottis Street,Holdenville,OK,Oklahoma,74848,US,United States,32,Boulder,05/03/2018,22/04/2021,Involuntary,Technology,Technology,USD,0.15,Software Engineer,32403,Individual Contributor,92000,0
103680,Matthew,Hensel,3787 Clifford Street,Concord,CA,California,94520,US,United States,46,Boulder,05/03/2018,,,Technology,Technology,USD,0.15,Software Engineer,27540,Individual Contributor,100000,1
103681,Randy,Welsh,3052 Joes Road,Glens Falls,NY,New York,12801,US,United States,59,Boulder,05/03/2018,14/03/2022,Voluntary,Technology,Technology,USD,0.2,"Director, Engineering",22607,Director,94000,1
103682,Michael,Robinson,877 Brooklyn Street,Boise,OR,Oregon,83702,US,United States,48,NYC,05/03/2018,,,Corporate,Corporate,USD,0.15,HR Analyst,26668,Individual Contributor,60000,1
103683,Joyce,Kirby,628 Washington Avenue,Jackson,MS,Mississippi,39213,US,United States,49,NYC,05/03/2018,,,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",26344,Associate,60000,1
103684,Benjamin,Gambrell,644 Ingram Street,Dayton,OH,Ohio,45402,US,United States,56,NYC,05/03/2018,08/05/2020,Voluntary,Corporate,Corporate,USD,0.15,Finance Coordinator,23733,Individual Contributor,68000,0
103685,Jack,Robinson,441 Eagle Drive,Farmington Hills,MI,Michigan,48335,US,United States,46,NYC,05/03/2018,16/04/2022,Involuntary,Corporate,Sales,USD,0.15,Account Executive,27308,Individual Contributor,72000,1
103686,Michael,Lovejoy,2081 Frum Street,Nashville,TN,Tennessee,37027,US,United States,54,NYC,05/03/2018,,,Corporate,Corporate,USD,0.2,HR Manager,24322,Individual Contributor,63000,1
103687,Jennifer,Harris,4693 Traders Alley,Helena,MO,Missouri,64459,US,United States,42,SanJose,12/03/2018,,,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",28919,Associate,50000,1
103688,Rodney,Hernandez,884 Nuzum Court,Getzville,NY,New York,14068,US,United States,39,SanJose,12/03/2018,17/06/2019,Voluntary,Corporate,Sales,USD,0.15,Account Executive,30119,Individual Contributor,73000,0
103689,James,Eshelman,4551 Thomas Street,Elgin,IL,Illinois,60120,US,United States,27,SanJose,12/03/2018,,,Corporate,Sales,USD,0.15,Account Executive,34200,Individual Contributor,72000,1
103690,Regina,Johnson,1312 Ferguson Street,Boston,MA,Massachusetts,2110,US,United States,31,SanJose,12/03/2018,,,Corporate,Customer Service,USD,0.15,Account Manager,32981,Individual Contributor,51000,1
103691,Dayna,Miller,3249 Hanifan Lane,Panola,GA,Georgia,30058,US,United States,43,Boulder,12/03/2018,01/10/2019,Voluntary,Technology,Technology,USD,0.15,Software Engineer,28414,Individual Contributor,99000,0
103692,Steven,Jorge,4472 Harter Street,Pleasant Hill,OH,Ohio,45359,US,United States,56,Boulder,12/03/2018,22/12/2021,Voluntary,Technology,Corporate,USD,0.3,"VP, Corporate",23631,VP,61000,1
103693,Louis,Milligan,526 Pooh Bear Lane,Piedmont,SC,South Carolina,29673,US,United States,49,Boulder,12/03/2018,,,Technology,Technology,USD,0.15,Software Engineer,26330,Individual Contributor,98000,1
103694,Glenn,Howard,2743 Diamond Street,Asheville,NC,North Carolina,28801,US,United States,45,NYC,12/03/2018,03/03/2021,Voluntary,Corporate,Corporate,USD,0.15,HR Analyst,27708,Individual Contributor,69000,0
103695,Danielle,Manning,2942 Spring Street,Villa Grove,IL,Illinois,61956,US,United States,54,NYC,12/03/2018,27/09/2018,Voluntary,Corporate,Customer Service,USD,0.15,Associate Account Manager,24551,Associate,51000,0
103696,Jordan,Clegg,2825 Conifer Drive,Seattle,WA,Washington,98119,US,United States,36,SanJose,19/03/2018,13/01/2019,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,31063,Individual Contributor,56000,0
103697,Jacqueline,Ragsdale,2294 Middleville Road,Alhambra,CA,California,91801,US,United States,38,SanJose,19/03/2018,05/08/2019,Involuntary,Corporate,Corporate,USD,0.15,"Manager, Corporate",30197,Individual Contributor,68000,0
103698,Ronda,Gonzales,2305 Shinn Street,New York,NY,New York,10019,US,United States,52,Boulder,19/03/2018,06/12/2019,Voluntary,Technology,Technology,USD,0.15,Senior Software Engineer,25067,Senior,100000,0
103699,Jayden,Price,34 George Street,BRYNGWRAN,,,,GB,United Kingdom,59,London,19/03/2018,,,Corporate,Corporate,GBP,0.15,FP&A Analyst,22640,Individual Contributor,36000,1
103700,Jason,Ibarra,1565 Foley Street,Miami,FL,Florida,33132,US,United States,36,Boulder,26/03/2018,14/06/2018,Involuntary,Technology,Technology,USD,0.15,Software Engineer,30947,Individual Contributor,96000,0
103701,Robert,Horton,3150 Maxwell Farm Road,Harrisonburg,VA,Virginia,22801,US,United States,28,Boulder,26/03/2018,07/05/2020,Voluntary,Technology,Technology,USD,0.15,Senior Software Engineer,33891,Senior,99000,0
103702,Christina,Holley,2508 John Calvin Drive,Chicago,IL,Illinois,60607,US,United States,40,NYC,26/03/2018,23/11/2020,Involuntary,Corporate,Marketing,USD,0.15,Programmatic Marketing Specialist,29749,Individual Contributor,83000,0
103703,Danielle,Tucker,30 South Crescent,LYNEMORE,,,,GB,United Kingdom,32,London,26/03/2018,,,Corporate,Sales,GBP,0.15,Account Executive,32410,Individual Contributor,22000,1
103704,Usha,Depalma,1848 Taylor Street,White Plains,NY,New York,10601,US,United States,60,SanJose,26/03/2018,05/04/2023,Involuntary,Corporate,Sales,USD,0.1,"Associate, Sales",22338,Associate,79000,1
103705,Marc,Smith,3492 Oakway Lane,Los Angeles,CA,California,90017,US,United States,26,SanJose,02/04/2018,13/01/2021,Voluntary,Corporate,Sales,USD,0.15,Account Executive,34733,Individual Contributor,75000,0
103706,Mary,Green,3856 Rogers Street,Cincinnati,OH,Ohio,45202,US,United States,42,SanJose,02/04/2018,22/02/2019,Voluntary,Corporate,Sales,USD,0.15,Account Executive,28913,Individual Contributor,77000,0
